Id,Age,GrLivArea,LotFrontage,LotArea,Fence,2ndFloor,Basement,Garage,target
442.0,53.0,1440.0,92.0,12108.0,False,False,True,False,118000.0
443.0,78.0,1573.0,52.0,6240.0,False,True,True,True,162900.0
444.0,1.0,1258.0,53.0,3922.0,False,False,True,True,172500.0
445.0,14.0,1908.0,70.0,8750.0,False,True,True,True,210000.0
446.0,53.0,1689.0,73.0,9855.0,True,False,True,True,127500.0
447.0,44.0,1888.0,137.0,16492.0,False,False,True,True,190000.0
448.0,8.0,1886.0,,11214.0,False,True,True,True,199900.0
449.0,69.0,1376.0,50.0,8600.0,False,True,True,True,119500.0
450.0,59.0,1183.0,50.0,6000.0,False,True,True,True,120000.0
451.0,76.0,813.0,70.0,5684.0,False,False,True,True,110000.0
452.0,31.0,1533.0,62.0,70761.0,False,False,True,True,280000.0
453.0,11.0,1756.0,,9303.0,False,True,True,True,204000.0
454.0,1.0,1590.0,75.0,9000.0,False,True,True,True,210000.0
456.0,34.0,1242.0,80.0,9600.0,False,False,True,True,175500.0
458.0,54.0,1663.0,,53227.0,False,False,True,True,256000.0
459.0,83.0,1666.0,,5100.0,True,True,True,True,161000.0
460.0,59.0,1203.0,,7015.0,False,True,True,True,110000.0
461.0,0.0,1935.0,75.0,8004.0,False,True,True,True,263435.0
462.0,73.0,1135.0,60.0,7200.0,True,True,True,True,155000.0
463.0,44.0,864.0,60.0,8281.0,True,False,True,True,62383.0
464.0,74.0,1660.0,74.0,11988.0,False,True,True,True,188700.0
465.0,31.0,1040.0,60.0,8430.0,False,False,True,False,124000.0
466.0,2.0,1414.0,,3072.0,False,False,True,True,178740.0
467.0,37.0,1277.0,85.0,10628.0,True,False,True,True,167000.0
468.0,65.0,1644.0,79.0,9480.0,False,True,True,True,146500.0
469.0,1.0,1634.0,98.0,11428.0,False,False,True,True,250000.0
470.0,15.0,1710.0,76.0,9291.0,False,True,True,True,187000.0
471.0,25.0,1502.0,,6820.0,False,False,True,True,212000.0
472.0,30.0,1969.0,92.0,11952.0,False,True,True,True,190000.0
473.0,3.0,1072.0,35.0,3675.0,False,False,True,True,148000.0
474.0,1.0,1976.0,110.0,14977.0,False,False,True,True,440000.0
475.0,7.0,1652.0,41.0,5330.0,False,False,True,True,251000.0
476.0,44.0,970.0,80.0,8480.0,False,False,True,True,132500.0
477.0,11.0,1493.0,75.0,13125.0,False,False,True,True,208900.0
478.0,1.0,2643.0,105.0,13693.0,False,True,True,True,380000.0
479.0,2.0,1718.0,79.0,10637.0,False,False,True,True,297000.0
480.0,70.0,1131.0,50.0,5925.0,True,False,True,True,89471.0
481.0,2.0,1850.0,98.0,16033.0,False,False,True,True,326000.0
482.0,3.0,1792.0,72.0,11846.0,False,False,True,True,374000.0
483.0,94.0,1826.0,50.0,2500.0,False,True,True,True,155000.0
484.0,8.0,1216.0,32.0,4500.0,False,False,True,True,164000.0
485.0,45.0,999.0,,7758.0,False,False,True,True,132500.0
486.0,59.0,1113.0,80.0,9600.0,False,False,True,True,147000.0
487.0,42.0,1073.0,79.0,10289.0,False,False,True,True,156000.0
488.0,36.0,1484.0,70.0,12243.0,False,False,True,True,175000.0
489.0,106.0,2414.0,60.0,10800.0,False,True,True,True,160000.0
490.0,39.0,630.0,21.0,1526.0,False,False,True,True,86000.0
491.0,32.0,1304.0,,2665.0,False,True,True,True,115000.0
492.0,65.0,1578.0,79.0,9490.0,True,True,True,True,133000.0
493.0,0.0,1456.0,105.0,15578.0,False,True,True,True,172785.0
494.0,48.0,1269.0,70.0,7931.0,False,False,True,True,155000.0
495.0,71.0,886.0,50.0,5784.0,False,False,True,True,91300.0
497.0,15.0,3228.0,,12692.0,False,False,True,True,430000.0
498.0,83.0,1820.0,60.0,9120.0,True,True,True,True,184000.0
499.0,42.0,899.0,65.0,7800.0,True,False,True,True,130000.0
500.0,49.0,912.0,70.0,7535.0,True,False,True,True,120000.0
501.0,34.0,1218.0,21.0,1890.0,False,True,True,True,113000.0
502.0,3.0,1768.0,75.0,9803.0,False,True,True,True,226700.0
503.0,42.0,1214.0,70.0,9170.0,True,False,True,True,140000.0
504.0,51.0,1801.0,100.0,15602.0,True,False,True,True,289000.0
505.0,35.0,1322.0,24.0,2308.0,False,True,True,True,147000.0
506.0,57.0,1960.0,60.0,7596.0,False,True,True,True,124500.0
507.0,13.0,1911.0,80.0,9554.0,False,True,True,True,215000.0
508.0,0.0,1218.0,75.0,7862.0,False,False,True,True,208300.0
509.0,80.0,1378.0,60.0,9600.0,False,True,True,True,161000.0
510.0,50.0,1041.0,80.0,9600.0,True,False,True,True,124500.0
511.0,58.0,1363.0,75.0,14559.0,False,False,True,True,164900.0
512.0,1.0,1368.0,40.0,6792.0,False,False,True,True,202665.0
513.0,48.0,864.0,70.0,9100.0,False,False,True,True,129900.0
514.0,24.0,1080.0,71.0,9187.0,False,False,True,True,134000.0
515.0,81.0,789.0,55.0,10594.0,True,False,True,True,96500.0
516.0,0.0,2020.0,94.0,12220.0,False,False,True,True,402861.0
518.0,13.0,2344.0,79.0,10208.0,False,True,True,True,265000.0
519.0,9.0,1796.0,,9531.0,True,True,True,True,211000.0
520.0,83.0,2080.0,53.0,10918.0,True,True,True,True,234000.0
521.0,108.0,1294.0,60.0,10800.0,False,True,False,False,106250.0
522.0,50.0,1244.0,90.0,11988.0,False,False,True,True,150000.0
523.0,59.0,1664.0,50.0,5000.0,False,True,True,True,159000.0
524.0,0.0,4676.0,130.0,40094.0,False,True,True,True,184750.0
525.0,11.0,2398.0,95.0,11787.0,False,True,True,True,315750.0
526.0,1.0,1266.0,62.0,7500.0,False,False,True,True,176000.0
527.0,51.0,928.0,70.0,13300.0,False,False,True,True,132000.0
528.0,0.0,2713.0,67.0,14948.0,False,True,True,True,446261.0
529.0,87.0,605.0,58.0,9098.0,False,False,True,False,86000.0
530.0,50.0,2515.0,,32668.0,False,False,True,True,200624.0
532.0,88.0,1362.0,60.0,6155.0,False,True,True,True,128000.0
533.0,55.0,827.0,60.0,7200.0,False,False,False,True,107500.0
534.0,61.0,334.0,50.0,5000.0,False,False,False,False,39300.0
535.0,2.0,1414.0,74.0,9056.0,False,True,True,True,178000.0
536.0,98.0,1347.0,70.0,7000.0,False,True,True,False,107500.0
537.0,10.0,1724.0,57.0,8924.0,False,True,True,True,188000.0
538.0,36.0,864.0,,12735.0,True,False,True,True,111250.0
539.0,38.0,1159.0,,11553.0,False,False,True,True,158000.0
540.0,9.0,1601.0,,11423.0,True,False,True,True,272000.0
541.0,3.0,1838.0,85.0,14601.0,False,False,True,True,315000.0
542.0,7.0,2285.0,,11000.0,False,True,True,True,248000.0
543.0,11.0,1680.0,78.0,10140.0,False,False,True,True,213250.0
544.0,9.0,767.0,34.0,4058.0,False,False,True,True,133000.0
545.0,0.0,1496.0,58.0,17104.0,False,True,True,True,179665.0
546.0,18.0,2183.0,,13837.0,False,True,True,True,229000.0
547.0,84.0,1635.0,70.0,8737.0,False,True,True,True,210000.0
548.0,37.0,768.0,54.0,7244.0,False,False,True,True,129500.0
549.0,53.0,825.0,49.0,8235.0,True,False,True,True,125000.0
550.0,6.0,2094.0,75.0,9375.0,False,True,True,True,263000.0
552.0,51.0,928.0,50.0,6000.0,False,False,True,True,112500.0
553.0,3.0,1717.0,87.0,11146.0,False,False,True,True,255500.0
554.0,60.0,1126.0,67.0,8777.0,True,False,False,True,108000.0
555.0,5.0,2046.0,85.0,10625.0,False,True,True,True,284000.0
556.0,84.0,1048.0,58.0,6380.0,False,False,True,True,113000.0
557.0,49.0,1092.0,69.0,14850.0,True,False,True,True,141000.0
559.0,12.0,1446.0,57.0,21872.0,False,True,True,True,175000.0
560.0,3.0,1557.0,,3196.0,False,False,True,True,234000.0
561.0,53.0,1392.0,,11341.0,False,False,True,True,121500.0
562.0,32.0,1389.0,77.0,10010.0,False,False,True,True,170000.0
563.0,68.0,996.0,63.0,13907.0,False,False,True,False,108000.0
564.0,90.0,1674.0,66.0,21780.0,False,True,True,True,185000.0
565.0,14.0,2295.0,,13346.0,False,True,True,True,268000.0
566.0,95.0,1647.0,66.0,6858.0,False,True,True,True,128000.0
567.0,3.0,2504.0,77.0,11198.0,False,True,True,True,325000.0
568.0,6.0,1535.0,70.0,10171.0,False,False,True,True,214000.0
569.0,26.0,2132.0,79.0,12327.0,False,True,True,True,316600.0
570.0,27.0,943.0,,7032.0,False,False,True,True,135960.0
571.0,43.0,1728.0,74.0,13101.0,False,False,True,True,142600.0
573.0,0.0,1692.0,83.0,13159.0,False,True,True,True,224500.0
574.0,7.0,1430.0,76.0,9967.0,False,True,True,True,170000.0
575.0,36.0,1109.0,70.0,10500.0,True,True,True,True,139000.0
577.0,81.0,1477.0,52.0,6292.0,False,True,True,True,145000.0
580.0,54.0,1795.0,81.0,12150.0,False,True,True,True,131500.0
581.0,47.0,1429.0,,14585.0,False,False,True,True,181900.0
582.0,1.0,2042.0,98.0,12704.0,False,False,True,True,253293.0
583.0,17.0,816.0,81.0,11841.0,False,False,True,False,118500.0
584.0,115.0,2775.0,75.0,13500.0,False,True,True,True,325000.0
585.0,74.0,1573.0,51.0,6120.0,False,True,True,True,133000.0
586.0,1.0,2028.0,88.0,11443.0,False,False,True,True,369900.0
587.0,90.0,838.0,55.0,10267.0,True,False,True,True,130000.0
588.0,27.0,860.0,74.0,8740.0,False,False,True,True,137000.0
589.0,41.0,1473.0,65.0,25095.0,False,False,True,True,143000.0
590.0,78.0,935.0,50.0,9100.0,False,False,True,True,79500.0
591.0,4.0,1582.0,64.0,8320.0,False,True,True,True,185900.0
592.0,1.0,2296.0,97.0,13478.0,False,True,True,True,451950.0
593.0,26.0,816.0,60.0,6600.0,False,False,True,True,138000.0
594.0,6.0,848.0,,4435.0,False,False,True,True,140000.0
595.0,33.0,924.0,88.0,7990.0,True,False,True,True,110000.0
596.0,1.0,1826.0,69.0,11302.0,False,False,True,True,319000.0
597.0,96.0,1368.0,60.0,3600.0,False,True,True,True,114504.0
598.0,1.0,1402.0,53.0,3922.0,False,False,True,True,194201.0
599.0,29.0,1647.0,80.0,12984.0,False,False,True,True,217500.0
600.0,28.0,1556.0,24.0,1950.0,True,True,True,True,151000.0
601.0,1.0,1904.0,74.0,10927.0,False,True,True,True,275000.0
602.0,70.0,1375.0,50.0,9000.0,False,True,True,True,141000.0
604.0,6.0,1200.0,30.0,3182.0,False,True,True,True,151000.0
605.0,6.0,1494.0,88.0,12803.0,False,False,True,True,221000.0
606.0,44.0,1986.0,85.0,13600.0,False,True,True,True,205000.0
607.0,13.0,1040.0,82.0,12464.0,True,False,True,True,152000.0
608.0,58.0,2008.0,78.0,7800.0,False,True,True,True,225000.0
609.0,73.0,3194.0,78.0,12168.0,False,True,True,True,359100.0
610.0,46.0,1029.0,61.0,7943.0,False,False,True,True,118500.0
611.0,9.0,2153.0,,11050.0,False,True,True,True,313000.0
612.0,29.0,1032.0,,10395.0,True,False,True,True,148000.0
613.0,8.0,1872.0,,11885.0,False,True,True,True,261500.0
614.0,0.0,1120.0,70.0,8402.0,False,False,True,False,147000.0
615.0,38.0,630.0,21.0,1491.0,False,False,True,False,75500.0
617.0,4.0,1509.0,,7861.0,False,True,True,True,183200.0
618.0,54.0,832.0,59.0,7227.0,False,False,True,True,105500.0
619.0,0.0,1828.0,90.0,11694.0,False,False,True,True,314813.0
620.0,5.0,2262.0,85.0,12244.0,False,True,True,True,305000.0
621.0,94.0,864.0,45.0,8248.0,False,False,True,False,67000.0
622.0,34.0,2614.0,90.0,10800.0,False,True,True,True,240000.0
623.0,32.0,980.0,71.0,7064.0,False,False,True,True,135000.0
624.0,7.0,1512.0,,2117.0,False,True,True,True,168500.0
625.0,34.0,1790.0,80.0,10400.0,False,True,True,True,165150.0
626.0,48.0,1116.0,87.0,10000.0,False,False,True,True,160000.0
627.0,47.0,1422.0,,12342.0,True,False,True,True,139900.0
628.0,55.0,1520.0,80.0,9600.0,False,False,True,True,153000.0
630.0,44.0,1350.0,82.0,9020.0,True,False,True,True,168500.0
632.0,1.0,1554.0,34.0,4590.0,False,False,True,True,209500.0
634.0,53.0,1056.0,80.0,9250.0,False,False,True,True,139400.0
635.0,30.0,1056.0,64.0,6979.0,True,False,True,True,144000.0
637.0,73.0,800.0,51.0,6120.0,False,False,True,False,60000.0
638.0,55.0,1387.0,50.0,6000.0,False,True,True,True,93000.0
639.0,98.0,796.0,67.0,8777.0,True,False,True,False,85000.0
640.0,0.0,1567.0,53.0,3982.0,False,False,True,True,264561.0
641.0,5.0,1518.0,62.0,12677.0,False,False,True,True,274000.0
642.0,6.0,1929.0,,7050.0,False,True,True,True,226000.0
643.0,37.0,2704.0,75.0,13860.0,True,True,True,True,345000.0
644.0,38.0,1620.0,80.0,10793.0,True,True,True,True,152000.0
645.0,0.0,1766.0,85.0,9187.0,False,False,True,True,370878.0
646.0,36.0,981.0,,10530.0,False,False,True,True,143250.0
647.0,58.0,1048.0,60.0,7200.0,False,False,False,True,98300.0
648.0,55.0,1094.0,85.0,10452.0,False,False,True,True,155000.0
649.0,44.0,1839.0,70.0,7700.0,False,True,True,True,155000.0
650.0,37.0,630.0,21.0,1936.0,True,False,True,False,84500.0
651.0,1.0,1665.0,65.0,8125.0,False,True,True,True,205950.0
652.0,69.0,1510.0,60.0,9084.0,True,True,True,True,108000.0
653.0,13.0,1716.0,70.0,8750.0,False,True,True,True,191000.0
654.0,102.0,1469.0,60.0,10320.0,True,True,True,True,135000.0
655.0,13.0,2113.0,91.0,10437.0,False,False,True,True,350000.0
657.0,49.0,1053.0,72.0,10007.0,True,False,True,True,145500.0
658.0,77.0,1502.0,60.0,7200.0,True,True,True,True,149000.0
660.0,45.0,1486.0,75.0,9937.0,True,False,True,True,167000.0
661.0,31.0,1935.0,,12384.0,False,True,True,True,197900.0
662.0,15.0,2448.0,52.0,46589.0,False,True,True,True,402000.0
663.0,41.0,1392.0,120.0,13560.0,False,False,True,True,110000.0
664.0,36.0,1181.0,90.0,10012.0,True,False,True,True,137500.0
665.0,1.0,2097.0,49.0,20896.0,False,False,True,True,423000.0
666.0,6.0,1936.0,106.0,11194.0,False,True,True,True,230500.0
668.0,14.0,1679.0,65.0,8125.0,False,False,True,True,193500.0
669.0,50.0,1437.0,,14175.0,False,False,True,True,168000.0
670.0,84.0,1180.0,80.0,11600.0,False,False,True,True,137500.0
671.0,4.0,1476.0,64.0,8633.0,False,True,True,True,173500.0
672.0,84.0,1369.0,54.0,6629.0,False,True,True,True,103600.0
673.0,29.0,1208.0,,11250.0,False,False,True,True,165000.0
674.0,50.0,1839.0,110.0,14442.0,False,False,True,True,257500.0
675.0,43.0,1136.0,80.0,9200.0,False,False,True,True,140000.0
676.0,31.0,1441.0,24.0,2289.0,False,True,True,True,148500.0
677.0,106.0,1774.0,60.0,9600.0,False,True,True,True,87000.0
678.0,85.0,792.0,52.0,9022.0,False,False,True,True,109500.0
679.0,1.0,2046.0,80.0,11844.0,False,False,True,True,372500.0
680.0,46.0,988.0,,9945.0,False,False,True,True,128500.0
681.0,30.0,923.0,50.0,8012.0,False,False,True,True,143000.0
683.0,12.0,1291.0,,2887.0,False,False,True,True,173000.0
684.0,5.0,1668.0,90.0,11248.0,False,False,True,True,285000.0
685.0,12.0,1839.0,58.0,16770.0,False,True,True,True,221000.0
686.0,23.0,2090.0,,5062.0,False,True,True,True,207500.0
687.0,0.0,1761.0,84.0,10207.0,False,True,True,True,227875.0
688.0,3.0,1102.0,,5105.0,False,True,True,True,148800.0
689.0,0.0,1419.0,60.0,8089.0,False,False,True,True,392000.0
690.0,2.0,1362.0,61.0,7577.0,False,False,True,True,194700.0
691.0,4.0,848.0,,4426.0,False,False,True,True,141000.0
692.0,13.0,4316.0,104.0,21535.0,False,True,True,True,755000.0
693.0,17.0,2519.0,42.0,26178.0,False,True,True,True,335000.0
695.0,73.0,1539.0,51.0,6120.0,True,True,True,True,141500.0
696.0,19.0,1137.0,54.0,13811.0,False,False,True,True,176000.0
697.0,85.0,616.0,50.0,6000.0,False,False,True,True,89000.0
698.0,54.0,1148.0,57.0,6420.0,False,False,True,True,123500.0
699.0,45.0,894.0,65.0,8450.0,True,False,True,True,138500.0
700.0,4.0,1391.0,59.0,4282.0,False,False,True,True,196000.0
701.0,4.0,1800.0,85.0,14331.0,False,False,True,True,312500.0
702.0,37.0,1164.0,80.0,9600.0,False,False,True,True,140000.0
703.0,0.0,2576.0,82.0,12438.0,False,True,True,True,361919.0
704.0,110.0,1812.0,76.0,7630.0,True,True,True,True,140000.0
705.0,6.0,1484.0,70.0,8400.0,False,False,True,True,213000.0
706.0,80.0,1092.0,70.0,5600.0,False,True,False,False,55000.0
707.0,36.0,1824.0,,115149.0,False,False,True,True,302000.0
708.0,3.0,1324.0,48.0,6240.0,False,False,True,True,254000.0
709.0,0.0,1456.0,65.0,9018.0,False,True,True,True,179540.0
711.0,73.0,729.0,56.0,4130.0,False,False,True,False,52000.0
713.0,20.0,1228.0,40.0,4671.0,False,False,True,True,189000.0
714.0,36.0,960.0,60.0,9873.0,False,False,True,True,129000.0
715.0,34.0,1479.0,,13517.0,False,True,True,True,130500.0
716.0,35.0,1350.0,78.0,10140.0,True,False,True,True,165000.0
717.0,117.0,2554.0,60.0,10800.0,False,True,True,True,159500.0
718.0,35.0,1178.0,80.0,10000.0,True,False,True,True,157000.0
719.0,15.0,2418.0,96.0,10542.0,False,True,True,True,341000.0
720.0,37.0,971.0,69.0,9920.0,False,False,True,True,128500.0
721.0,21.0,1742.0,,6563.0,False,False,True,True,275000.0
722.0,6.0,848.0,,4426.0,False,False,True,True,143000.0
723.0,39.0,864.0,70.0,8120.0,False,False,True,True,124500.0
724.0,54.0,1470.0,60.0,8172.0,False,True,True,True,135000.0
725.0,2.0,1698.0,86.0,13286.0,False,False,True,True,320000.0
726.0,39.0,864.0,60.0,6960.0,False,False,True,True,120500.0
727.0,21.0,1680.0,,21695.0,False,False,True,True,222000.0
728.0,2.0,1232.0,64.0,7314.0,False,False,True,True,194500.0
730.0,84.0,1208.0,52.0,6240.0,False,False,True,True,103000.0
731.0,15.0,1616.0,39.0,5389.0,False,False,True,True,236500.0
732.0,4.0,1146.0,73.0,9590.0,False,False,True,True,187500.0
733.0,10.0,2031.0,75.0,11404.0,False,True,True,True,222500.0
734.0,48.0,1144.0,80.0,10000.0,True,False,True,True,131400.0
736.0,92.0,1768.0,60.0,10800.0,False,True,True,True,163000.0
737.0,56.0,1040.0,60.0,8544.0,False,False,False,True,93500.0
738.0,1.0,1801.0,72.0,10463.0,False,True,True,True,239900.0
739.0,22.0,1200.0,60.0,10800.0,False,False,True,False,179000.0
740.0,5.0,1728.0,65.0,9313.0,False,True,True,True,190000.0
742.0,47.0,912.0,65.0,6768.0,True,False,True,True,142000.0
743.0,7.0,1349.0,65.0,8450.0,True,False,True,True,179000.0
744.0,46.0,1464.0,70.0,12886.0,False,False,True,True,175000.0
745.0,15.0,1337.0,41.0,5395.0,False,False,True,True,180000.0
746.0,32.0,2715.0,,8963.0,False,True,True,True,299800.0
747.0,9.0,2256.0,,8795.0,False,True,True,True,236000.0
748.0,129.0,2640.0,65.0,11700.0,False,True,True,True,265979.0
749.0,14.0,1720.0,59.0,10593.0,False,False,True,True,260400.0
750.0,64.0,1529.0,50.0,8405.0,False,True,False,True,98000.0
751.0,100.0,1140.0,55.0,8800.0,False,True,True,False,96500.0
752.0,4.0,1320.0,,7750.0,False,True,True,True,162000.0
753.0,9.0,1494.0,79.0,9236.0,False,False,True,True,217000.0
754.0,1.0,2098.0,80.0,10240.0,False,True,True,True,275500.0
755.0,40.0,1026.0,61.0,7930.0,False,False,True,True,156000.0
756.0,10.0,1471.0,34.0,3230.0,False,True,True,True,172500.0
757.0,2.0,1768.0,68.0,10769.0,False,True,True,True,212000.0
759.0,9.0,1501.0,24.0,2280.0,False,True,True,True,179400.0
760.0,12.0,2531.0,65.0,12257.0,False,True,True,True,290000.0
761.0,50.0,864.0,70.0,9100.0,False,False,True,True,127500.0
762.0,85.0,1301.0,60.0,6911.0,False,False,True,True,100000.0
763.0,1.0,1547.0,72.0,8640.0,False,True,True,True,215200.0
764.0,10.0,2365.0,82.0,9430.0,False,True,True,True,337000.0
765.0,11.0,1494.0,30.0,9549.0,False,False,True,True,270000.0
766.0,0.0,1506.0,75.0,14587.0,False,False,True,True,264132.0
767.0,22.0,1714.0,80.0,10421.0,True,True,True,True,196500.0
768.0,68.0,1750.0,75.0,12508.0,False,True,True,True,160000.0
769.0,2.0,1836.0,70.0,9100.0,False,False,True,True,216837.0
770.0,7.0,3279.0,47.0,53504.0,False,True,True,True,538000.0
771.0,27.0,858.0,,7252.0,False,False,True,True,134900.0
772.0,55.0,1220.0,67.0,8877.0,False,False,True,True,102000.0
774.0,49.0,912.0,70.0,10150.0,False,False,True,True,114500.0
775.0,1.0,1973.0,110.0,14226.0,False,False,True,True,395000.0
776.0,11.0,1204.0,32.0,4500.0,False,False,True,True,162000.0
777.0,1.0,1614.0,86.0,11210.0,False,False,True,True,221500.0
778.0,32.0,894.0,100.0,13350.0,True,False,True,True,142500.0
779.0,30.0,2020.0,60.0,8400.0,False,False,False,True,144000.0
780.0,29.0,1004.0,78.0,10530.0,False,False,True,True,135000.0
781.0,12.0,1253.0,63.0,7875.0,False,False,True,True,176000.0
782.0,14.0,1603.0,65.0,7153.0,False,True,True,True,175900.0
783.0,8.0,1430.0,67.0,16285.0,False,False,True,True,187100.0
784.0,31.0,1110.0,,9101.0,False,False,True,True,165500.0
785.0,94.0,1484.0,35.0,6300.0,False,True,True,False,128000.0
786.0,42.0,1342.0,,9790.0,False,False,True,True,161500.0
787.0,95.0,1652.0,60.0,10800.0,False,True,True,True,139000.0
788.0,6.0,2084.0,76.0,10142.0,False,True,True,True,233000.0
789.0,54.0,901.0,50.0,6000.0,False,False,True,True,107900.0
790.0,41.0,2087.0,,12205.0,False,True,True,True,187500.0
791.0,4.0,1145.0,43.0,3182.0,False,False,True,True,160200.0
792.0,31.0,1062.0,,11333.0,False,False,True,True,146800.0
793.0,11.0,2013.0,92.0,9920.0,False,True,True,True,269790.0
794.0,0.0,1496.0,76.0,9158.0,False,False,True,True,225000.0
795.0,14.0,1895.0,,10832.0,False,True,True,True,194500.0
796.0,30.0,1564.0,70.0,8400.0,True,True,True,True,171000.0
797.0,30.0,1285.0,71.0,8197.0,True,False,True,True,143500.0
799.0,1.0,3140.0,104.0,13518.0,False,True,True,True,485000.0
800.0,70.0,1768.0,60.0,7200.0,True,True,True,True,175000.0
801.0,11.0,1688.0,79.0,12798.0,False,True,True,True,200000.0
802.0,91.0,1196.0,40.0,4800.0,False,False,True,True,109900.0
803.0,3.0,1456.0,63.0,8199.0,False,True,True,True,189000.0
804.0,1.0,2822.0,107.0,13891.0,False,True,True,True,582933.0
806.0,0.0,1428.0,91.0,12274.0,False,False,True,True,227680.0
807.0,39.0,980.0,75.0,9750.0,False,False,True,True,135500.0
808.0,86.0,1576.0,144.0,21384.0,False,True,True,True,223500.0
809.0,40.0,1086.0,85.0,13400.0,True,False,True,True,159950.0
810.0,111.0,2138.0,90.0,8100.0,True,True,True,True,106000.0
811.0,32.0,1309.0,78.0,10140.0,True,False,True,True,181000.0
812.0,4.0,848.0,,4438.0,False,False,True,True,144500.0
814.0,49.0,1442.0,75.0,9750.0,False,False,True,True,157900.0
815.0,88.0,1250.0,45.0,8248.0,False,True,True,True,116000.0
816.0,12.0,1661.0,48.0,12137.0,False,False,True,True,224900.0
817.0,52.0,1008.0,,11425.0,False,False,True,True,137000.0
818.0,6.0,1689.0,,13265.0,False,False,True,True,271000.0
819.0,39.0,1052.0,80.0,8816.0,True,False,True,True,155000.0
820.0,1.0,1358.0,44.0,6371.0,False,False,True,True,224000.0
821.0,5.0,1640.0,72.0,7226.0,False,True,True,True,183000.0
822.0,56.0,936.0,60.0,6000.0,False,False,True,True,93000.0
824.0,69.0,1489.0,60.0,9900.0,True,True,True,True,139500.0
825.0,0.0,1489.0,81.0,11216.0,False,False,True,True,232600.0
826.0,1.0,2084.0,114.0,14803.0,False,False,True,True,385000.0
827.0,84.0,784.0,50.0,6130.0,False,False,True,False,109500.0
828.0,8.0,1434.0,65.0,8529.0,False,False,True,True,189000.0
830.0,1.0,1223.0,24.0,2544.0,False,True,True,True,147400.0
831.0,51.0,1392.0,80.0,11900.0,False,False,True,True,166000.0
832.0,1.0,1200.0,30.0,3180.0,False,True,True,True,151000.0
833.0,7.0,1829.0,44.0,9548.0,False,True,True,True,237000.0
834.0,45.0,1516.0,100.0,10004.0,False,False,True,True,167000.0
835.0,47.0,1144.0,75.0,7875.0,True,False,True,True,139950.0
836.0,60.0,1067.0,60.0,9600.0,False,False,True,True,128000.0
837.0,59.0,1559.0,90.0,8100.0,True,False,True,True,153500.0
838.0,35.0,987.0,21.0,1680.0,False,True,True,True,100000.0
839.0,13.0,1099.0,75.0,9525.0,False,False,True,True,144000.0
840.0,62.0,1200.0,70.0,11767.0,False,True,True,True,130500.0
841.0,83.0,1482.0,,12155.0,False,True,True,True,140000.0
842.0,104.0,1539.0,60.0,10440.0,False,True,True,True,157500.0
843.0,42.0,1165.0,82.0,9020.0,True,False,True,True,174900.0
844.0,46.0,1800.0,80.0,8000.0,False,False,True,False,141000.0
845.0,93.0,1416.0,100.0,12665.0,False,True,True,True,153900.0
846.0,32.0,1701.0,,16647.0,False,False,True,True,171000.0
847.0,16.0,1775.0,75.0,9317.0,False,True,True,True,213000.0
848.0,37.0,864.0,36.0,15523.0,False,False,True,True,133500.0
849.0,100.0,2358.0,75.0,45600.0,False,True,True,True,240000.0
850.0,31.0,1855.0,80.0,9600.0,False,True,True,True,187000.0
851.0,4.0,848.0,36.0,4435.0,False,False,True,True,131500.0
852.0,3.0,1456.0,,3196.0,False,False,True,True,215000.0
853.0,66.0,1646.0,53.0,7128.0,True,True,True,True,164000.0
854.0,45.0,1445.0,,12095.0,True,False,True,True,158000.0
856.0,48.0,1040.0,,6897.0,False,False,True,True,127000.0
857.0,30.0,1026.0,,10970.0,True,False,True,True,147000.0
858.0,15.0,1481.0,65.0,8125.0,False,True,True,True,174000.0
860.0,38.0,2654.0,,11029.0,False,True,True,True,250000.0
861.0,89.0,1426.0,55.0,7642.0,True,True,True,True,189950.0
862.0,45.0,1039.0,75.0,11625.0,False,False,True,True,131500.0
863.0,26.0,1097.0,81.0,9672.0,True,False,True,True,152000.0
864.0,50.0,1148.0,70.0,7931.0,True,False,True,True,132500.0
865.0,1.0,1372.0,72.0,8640.0,False,False,True,True,250580.0
866.0,39.0,1002.0,,8750.0,True,False,True,True,148500.0
867.0,1.0,1646.0,67.0,10656.0,False,False,True,True,248900.0
868.0,46.0,1120.0,85.0,6970.0,False,False,True,True,129000.0
869.0,58.0,2320.0,,14762.0,False,True,False,True,169000.0
870.0,17.0,1949.0,80.0,9938.0,True,True,True,True,236000.0
871.0,47.0,894.0,60.0,6600.0,False,False,True,True,109500.0
872.0,12.0,1682.0,70.0,8750.0,False,True,True,True,200500.0
873.0,55.0,910.0,74.0,8892.0,True,False,True,True,116000.0
874.0,60.0,1268.0,60.0,12144.0,False,False,True,True,133000.0
876.0,0.0,2610.0,75.0,9000.0,False,True,True,True,303477.0
877.0,44.0,1040.0,94.0,25286.0,False,False,True,True,132250.0
878.0,5.0,2224.0,74.0,8834.0,False,True,True,True,350000.0
879.0,49.0,1155.0,88.0,11782.0,True,False,True,True,148000.0
880.0,31.0,864.0,,7000.0,True,False,True,True,136500.0
881.0,2.0,1090.0,60.0,7024.0,False,False,True,True,157000.0
882.0,17.0,1717.0,44.0,13758.0,False,True,True,True,187500.0
883.0,17.0,1593.0,,9636.0,True,True,True,True,178000.0
884.0,94.0,2230.0,60.0,6204.0,False,True,True,True,118500.0
